stat_id,player_id,match_id,goals,assists,minutes_played
188,72,19,0,1,84
189,67,19,1,1,72
190,149,19,1,1,89
191,28,20,1,2,81
192,20,20,1,0,69
193,122,20,1,0,73
194,29,20,0,2,78
195,30,20,2,1,70
196,1,20,1,0,89
197,121,20,2,2,66
198,55,20,1,2,77
199,117,20,1,0,71
200,81,20,1,1,81
201,83,21,1,0,90
202,5,21,1,2,72
203,103,21,1,0,61
204,13,21,0,2,69
205,142,21,1,1,77
206,57,21,1,0,87
207,116,21,1,0,80
208,115,21,2,0,90
209,88,21,0,0,63
210,135,21,0,1,75
211,49,22,0,2,81
212,3,22,1,1,62
213,18,22,0,0,69
214,140,22,1,0,82
215,113,22,0,1,87
216,64,22,0,0,82
218,91,22,0,2,71
219,46,22,0,0,77
220,87,22,2,1,74
221,125,23,2,0,81
222,116,23,1,2,60
223,137,23,2,2,74
224,18,23,1,0,73
225,41,23,2,0,60
226,72,23,2,2,71
227,107,23,0,2,61
229,120,23,1,2,73
230,131,23,2,1,62
231,131,24,2,2,67
232,39,24,0,0,73
233,65,24,1,1,78
234,26,24,1,1,65
235,80,24,1,1,73
236,9,24,0,0,74
237,83,24,1,2,68
239,54,24,2,2,63
240,6,24,0,0,85
241,6,25,0,2,88
242,44,25,0,1,61
243,101,25,2,1,88
244,128,25,1,0,90
245,46,25,1,1,68
246,58,25,1,0,62
247,21,25,1,2,70
248,9,25,0,1,79
249,32,25,0,0,80
250,57,25,2,0,87
251,116,26,2,1,61
252,136,26,0,1,73
253,6,26,0,2,74
254,27,26,1,2,85
255,114,26,0,2,76
256,102,26,0,1,68
257,7,26,2,1,63
258,146,26,1,2,60
259,23,26,2,0,69
260,79,26,2,1,71
261,34,27,1,2,75
262,69,27,1,0,78
263,73,27,2,0,74
264,82,27,2,1,64
266,150,27,2,0,62
267,65,27,0,0,90
268,146,27,1,2,68
269,148,27,2,1,76
270,129,27,2,2,81
271,28,28,0,2,86
272,62,28,1,1,71
273,78,28,1,1,90
274,101,28,1,0,84
275,141,28,2,2,73
276,136,28,2,2,78
277,100,28,2,1,63
278,110,28,1,1,85
279,71,28,0,0,80
280,58,28,1,0,84
281,25,29,1,1,63
282,140,29,2,2,77
283,29,29,1,0,61
284,31,29,1,1,89
285,5,29,0,2,74
286,40,29,1,1,80
287,47,29,1,0,60
288,18,29,0,1,64
289,105,29,1,1,69
290,37,29,2,0,89
291,101,30,0,2,83
292,55,30,0,1,67
293,65,30,1,2,80
294,145,30,2,1,66
295,25,30,2,0,74
296,109,30,0,1,76
297,67,30,1,0,83
298,63,30,1,1,72
299,97,30,0,0,89
300,79,30,0,0,84
301,74,31,2,2,74
302,46,31,1,0,82
303,101,31,1,0,61
304,40,31,2,0,64
305,55,31,0,2,68
306,75,31,1,1,72
307,122,31,0,1,63
308,53,31,0,2,71
309,1,31,1,1,64
310,125,31,1,2,73
311,132,32,0,1,83
312,72,32,0,1,70
313,124,32,2,0,73
314,91,32,2,0,70
315,121,32,1,2,84
317,81,32,2,2,69
319,149,32,1,0,88
320,43,32,1,0,84
321,16,33,1,2,78
322,68,33,2,0,82
323,143,33,2,2,86
324,52,33,1,0,60
325,41,33,0,0,73
326,56,33,1,2,66
327,75,33,2,2,71
328,31,33,2,0,83
329,95,33,2,1,83
330,149,33,2,0,85
331,110,34,2,2,70
332,65,34,0,2,69
333,42,34,0,1,82
334,32,34,2,1,89
335,144,34,0,0,69
336,82,34,1,1,60
337,71,34,2,2,60
338,55,34,2,0,67
339,149,34,1,0,71
340,85,34,1,2,66
341,87,35,1,1,85
342,76,35,2,1,67
343,12,35,1,1,68
344,18,35,2,1,88
345,150,35,1,2,63
346,114,35,0,2,83
347,1,35,0,0,86
348,135,35,2,0,81
349,72,35,1,1,88
350,55,35,1,1,76
351,67,36,2,0,65
352,36,36,2,2,67
353,108,36,0,2,87
354,12,36,0,0,65
355,90,36,2,2,79
356,81,36,1,1,60
358,138,36,0,1,71
359,149,36,0,0,70
360,47,36,2,2,89
361,12,37,0,0,62
362,93,37,2,1,61
363,127,37,1,2,77
364,130,37,1,0,84
365,69,37,2,0,64
366,42,37,0,0,75
367,83,37,2,2,85
368,8,37,2,0,69
369,85,37,2,2,67
370,72,37,0,0,79
371,64,38,2,2,83
372,65,38,1,2,62
373,136,38,1,0,71
374,148,38,2,1,71
375,110,38,2,1,72
376,144,38,0,2,62
378,131,38,2,1,74
379,100,38,2,1,77
380,18,38,1,1,66
381,31,39,1,0,86
382,72,39,0,1,90
383,78,39,2,1,87
384,140,39,2,2,65
385,60,39,2,0,73
386,105,39,1,0,87
387,21,39,2,0,72
388,74,39,0,2,89
389,2,39,1,1,80
390,50,39,2,2,72
391,41,40,2,1,81
392,65,40,2,0,89
393,67,40,2,0,71
394,66,40,2,1,80
395,31,40,1,0,70
396,22,40,1,0,66
398,4,40,2,2,68
399,39,40,0,0,65
401,103,41,1,0,83
402,28,41,1,2,78
403,122,41,2,0,72
404,65,41,0,2,75
405,58,41,1,0,69
406,48,41,1,0,88
407,32,41,0,0,62
408,33,41,1,2,84
409,134,41,2,0,85
410,128,41,2,0,83
411,132,42,0,2,87
412,104,42,1,2,78
413,78,42,2,1,77
414,99,42,2,0,88
415,14,42,1,1,88
416,83,42,2,0,80
417,76,42,1,2,60
418,19,42,2,0,62
419,114,42,1,1,64
420,135,42,1,0,90
421,91,43,0,1,71
422,17,43,0,2,87
423,126,43,0,1,64
424,70,43,2,0,80
425,143,43,2,1,87
426,142,43,0,0,75
427,105,43,2,1,82
428,62,43,0,0,90
429,141,43,2,0,76
430,29,43,0,1,89
431,60,44,1,1,86
432,68,44,0,1,77
433,93,44,1,2,70
434,85,44,1,2,64
435,7,44,1,0,71
436,5,44,2,1,61
437,135,44,0,1,83
438,17,44,2,2,73
439,9,44,2,2,60
440,16,44,0,2,73
441,62,45,0,1,72
442,23,45,1,2,63
443,64,45,2,2,82
444,125,45,1,2,70
445,76,45,0,2,74
446,36,45,2,0,71
447,66,45,2,0,72
448,32,45,2,1,75
449,137,45,1,1,68
450,90,45,1,0,83
451,61,46,2,0,60
452,88,46,0,0,61
453,33,46,2,2,67
454,64,46,1,1,64
455,77,46,1,1,74
456,79,46,0,2,72
457,41,46,2,1,77
458,2,46,0,1,78
459,124,46,1,1,86
460,128,46,2,2,80
461,139,47,0,0,67
462,23,47,2,0,72
463,10,47,2,1,70
464,94,47,0,2,64
465,83,47,2,0,82
466,121,47,2,1,75
467,8,47,2,2,75
468,90,47,1,1,77
469,34,47,1,0,88
470,32,47,1,1,79
471,97,48,0,0,75
472,58,48,0,2,67
473,117,48,1,1,70
474,118,48,1,2,84
475,130,48,2,2,74
476,109,48,2,0,69
477,139,48,0,1,80
478,77,48,1,1,61
479,2,48,2,0,71
480,125,48,0,1,71
481,99,49,1,0,82
482,106,49,1,0,90
483,87,49,0,1,78
484,11,49,0,0,90
485,56,49,2,1,67
486,119,49,0,1,78
487,104,49,2,2,74
488,12,49,2,1,62
490,60,49,2,2,75
491,85,50,2,2,78
492,37,50,2,1,60
493,70,50,0,2,78
494,136,50,2,2,71
495,123,50,0,2,71
496,54,50,1,1,67
497,56,50,2,1,82
498,84,50,0,0,73
499,88,50,0,0,63
500,29,50,2,1,72
501,68,51,2,1,79
503,135,51,2,1,87
504,102,51,2,2,70
505,45,51,1,0,60
506,128,51,0,0,67
507,89,51,2,1,63
508,39,51,2,1,80
509,90,51,0,2,66
510,111,51,0,1,76
511,139,52,2,2,68
512,113,52,0,0,66
513,49,52,1,1,67
514,147,52,0,0,68
515,55,52,2,1,89
516,148,52,2,2,81
517,63,52,1,2,80
518,58,52,0,0,88
519,150,52,1,1,89
520,112,52,2,1,63
521,26,53,2,2,61
522,128,53,0,1,83
523,74,53,2,0,88
525,19,53,2,1,76
526,101,53,2,0,70
527,129,53,2,2,79
528,15,53,1,0,85
529,127,53,2,0,64
530,12,53,1,0,79
531,99,54,2,0,90
532,106,54,0,2,81
533,48,54,0,0,77
534,32,54,1,0,60
535,25,54,1,2,78
536,20,54,2,2,74
537,108,54,1,2,74
538,29,54,0,1,89
539,149,54,1,2,78
540,71,54,2,0,73
541,93,55,1,2,64
542,135,55,1,1,74
543,19,55,0,2,73
544,55,55,1,0,75
545,32,55,2,1,73
546,139,55,1,0,81
547,50,55,0,0,62
548,29,55,2,1,90
549,107,55,1,2,78
550,20,55,1,1,63
551,90,56,2,0,75
552,73,56,2,1,85
553,18,56,1,0,60
554,76,56,0,0,79
555,106,56,0,1,64
556,96,56,1,2,76
557,105,56,1,1,72
558,54,56,0,0,61
559,8,56,0,1,75
560,38,56,1,2,70
561,150,57,0,1,69
562,116,57,0,0,76
563,83,57,0,1,64
564,121,57,2,2,81
565,102,57,1,1,78
566,111,57,2,0,86
567,92,57,1,1,76
568,71,57,0,2,88
569,40,57,2,2,61
570,81,57,0,1,77
571,22,58,1,0,83
572,64,58,2,0,71
573,71,58,0,2,73
574,9,58,1,1,77
575,134,58,2,0,71
576,109,58,0,1,81
577,39,58,1,2,74
578,145,58,0,2,83
579,110,58,1,2,68
580,69,58,1,1,66
581,51,59,1,2,86
582,86,59,2,1,66
583,33,59,0,2,86
584,13,59,2,2,71
585,81,59,2,0,67
586,87,59,2,1,69
588,138,59,2,2,67
589,45,59,0,0,79
591,59,60,1,1,64
592,8,60,2,1,76
593,33,60,0,2,90
594,98,60,0,0,77
595,39,60,1,2,85
596,25,60,0,1,66
597,10,60,2,1,61
598,81,60,1,1,76
599,3,60,1,0,75
600,23,60,2,2,87
601,88,61,0,0,68
602,110,61,0,0,78
603,68,61,1,2,81
604,117,61,1,2,79
605,106,61,2,1,88
606,86,61,2,0,90
607,67,61,0,2,90
608,71,61,2,2,70
609,128,61,0,1,69
611,25,62,1,1,64
612,46,62,2,2,77
613,145,62,0,0,71
614,107,62,1,2,90
615,29,62,0,2,67
617,77,62,2,0,71
618,121,62,0,1,88
619,127,62,0,0,66
620,124,62,2,2,71
621,39,63,0,0,62
622,105,63,1,1,67
623,2,63,0,1,70
624,96,63,0,1,60
625,100,63,2,2,76
626,19,63,2,1,83
627,41,63,1,0,62
628,9,63,2,2,85
629,150,63,2,0,71
630,80,63,2,2,64
631,100,64,2,0,77
632,109,64,0,0,90
633,77,64,1,1,82
634,81,64,0,2,67
635,38,64,1,1,90
636,113,64,2,0,63
637,74,64,1,0,84
638,9,64,1,1,62
639,15,64,1,2,69
640,55,64,1,0,82
641,134,65,0,2,90
642,5,65,2,2,78
643,105,65,0,2,86
644,149,65,2,2,62
645,146,65,0,2,70
646,128,65,1,1,87
647,21,65,2,1,73
648,95,65,2,0,69
649,102,65,0,2,68
650,125,65,0,0,62
651,57,66,2,1,67
652,147,66,2,1,78
653,137,66,2,1,89
654,117,66,0,2,79
655,126,66,0,2,86
656,15,66,1,0,73
657,143,66,1,1,79
658,108,66,1,1,74
659,53,66,1,0,83
660,105,66,0,2,86
661,65,67,2,1,73
662,141,67,2,1,78
663,69,67,0,2,81
664,98,67,0,2,64
665,108,67,0,0,76
666,57,67,1,1,79
667,104,67,1,2,68
668,70,67,2,2,69
669,81,67,2,1,88
670,120,67,0,1,88
671,9,68,0,1,70
672,102,68,2,0,71
673,14,68,0,2,66
674,10,68,0,2,90
675,131,68,2,2,63
676,99,68,2,1,89
677,44,68,1,1,74
678,141,68,2,1,76
679,53,68,0,2,62
680,43,68,1,2,80
681,124,69,0,0,75
682,29,69,2,2,84
683,2,69,2,0,70
684,147,69,1,0,78
685,78,69,0,2,90
686,139,69,0,1,61
687,88,69,2,1,81
688,11,69,0,2,85
689,105,69,1,0,82
690,114,69,1,0,73
691,60,70,0,1,80
692,35,70,2,0,72
693,126,70,1,2,68
694,118,70,2,0,67
695,107,70,1,1,77
696,24,70,1,0,82
697,124,70,0,1,77
698,121,70,1,1,61
699,143,70,2,2,85
700,101,70,1,0,66
701,58,71,2,0,77
702,8,71,0,1,76
703,91,71,2,0,60
704,34,71,1,1,77
705,136,71,1,2,77
706,43,71,2,0,62
707,28,71,1,1,68
708,19,71,2,1,64
709,35,71,0,0,81
710,124,71,2,2,64
711,45,72,1,0,87
712,34,72,2,0,76
713,38,72,2,1,66
714,10,72,1,2,84
715,25,72,0,0,80
716,70,72,2,0,82
717,141,72,2,0,67
718,40,72,2,0,86
719,9,72,2,0,89
720,129,72,1,1,88
721,55,73,2,2,68
722,65,73,2,1,61
723,115,73,1,2,65
724,47,73,0,0,60
725,84,73,2,0,62
726,116,73,1,2,74
727,52,73,1,2,66
728,34,73,0,0,65
729,105,73,2,1,90
730,50,73,1,2,76
731,49,74,0,2,84
732,112,74,2,1,84
733,138,74,2,0,89
734,23,74,1,2,80
735,38,74,0,2,65
736,51,74,0,0,75
737,79,74,1,1,73
738,95,74,1,1,79
739,134,74,0,0,89
740,133,74,0,2,71
741,123,75,1,0,82
742,3,75,2,1,85
743,147,75,2,2,82
744,148,75,0,2,79
745,86,75,1,2,82
746,30,75,2,2,60
747,12,75,2,1,80
748,14,75,1,1,76
749,21,75,2,2,82
750,92,75,0,0,76
751,129,76,1,2,80
752,149,76,1,2,63
753,9,76,2,0,74
754,24,76,2,0,86
755,113,76,1,1,77
756,60,76,2,1,83
757,132,76,1,2,61
759,78,76,0,0,72
760,136,76,0,2,68
761,9,77,1,1,77
762,101,77,0,0,89
763,72,77,1,2,67
764,86,77,2,1,61
765,132,77,0,0,72
766,55,77,2,2,74
767,4,77,2,1,79
768,147,77,0,1,88
769,88,77,1,2,72
770,94,77,1,0,73
771,24,78,2,2,77
772,34,78,2,2,83
773,62,78,2,0,76
774,26,78,0,2,83
775,135,78,2,2,78
776,21,78,2,0,68
777,112,78,0,1,70
778,76,78,1,2,67
779,37,78,1,2,69
780,25,78,1,2,87
781,90,79,1,2,62
782,3,79,0,0,67
783,56,79,2,2,80
784,100,79,2,1,72
785,1,79,2,1,64
786,80,79,2,2,67
787,123,79,1,0,74
788,38,79,0,2,76
789,9,79,1,0,66
791,134,80,0,1,63
792,106,80,1,1,61
793,141,80,0,1,84
794,42,80,1,0,81
795,145,80,2,0,63
796,67,80,0,2,65
797,29,80,1,0,72
798,80,80,1,1,90
799,74,80,0,1,85
800,18,80,2,1,80
801,73,81,2,0,82
802,130,81,0,0,82
803,82,81,2,0,60
804,103,81,0,1,65
805,88,81,1,1,87
806,127,81,1,2,87
807,15,81,1,1,77
808,121,81,2,0,64
809,28,81,1,0,80
810,80,81,2,1,83
811,8,82,2,1,82
812,42,82,1,2,75
813,140,82,0,2,87
814,19,82,0,0,88
815,39,82,1,2,77
816,44,82,2,1,66
817,77,82,1,2,76
818,32,82,1,2,81
819,132,82,1,0,60
820,134,82,2,1,83
821,49,83,2,1,71
822,50,83,1,1,69
823,8,83,0,1,60
824,76,83,2,2,81
825,82,83,0,1,67
826,39,83,1,2,82
827,43,83,0,1,82
828,62,83,1,2,70
829,55,83,0,0,67
830,63,83,1,1,79
831,104,84,2,0,83
832,107,84,2,0,86
833,128,84,1,0,90
834,8,84,0,1,69
835,24,84,2,2,76
836,74,84,1,0,76
837,32,84,2,0,88
838,1,84,1,2,80
839,22,84,0,2,80
840,46,84,1,0,60
841,76,85,2,1,74
842,29,85,0,1,72
843,2,85,0,0,81
844,98,85,1,0,75
845,111,85,0,1,80
846,132,85,0,0,71
847,32,85,2,1,89
848,59,85,1,1,73
849,82,85,0,0,70
850,12,85,1,0,75
851,28,86,0,0,85
852,128,86,2,0,76
853,125,86,2,1,88
854,22,86,2,2,84
855,86,86,0,2,84
856,102,86,2,0,81
857,3,86,1,2,69
858,11,86,0,2,85
859,14,86,0,0,70
860,20,86,0,2,64
861,16,87,0,1,69
862,127,87,0,1,75
863,110,87,2,0,82
864,4,87,1,1,89
866,23,87,0,1,61
867,97,87,2,2,78
868,131,87,1,2,88
869,70,87,1,0,83
870,34,87,0,2,79
871,5,88,0,0,75
872,83,88,0,0,70
873,116,88,0,2,83
874,57,88,1,1,81
875,114,88,1,1,69
876,124,88,2,0,82
877,9,88,0,1,81
878,4,88,0,0,70
880,90,88,0,1,72
881,35,89,0,0,64
882,88,89,0,1,76
883,126,89,2,1,77
884,116,89,0,2,86
885,3,89,2,2,85
886,150,89,0,2,70
887,122,89,0,0,71
888,105,89,1,2,66
889,102,89,2,0,79
890,113,89,1,2,85
891,47,90,2,1,73
892,91,90,0,1,83
893,95,90,2,1,81
894,111,90,1,2,90
895,129,90,0,1,71
896,23,90,0,2,85
897,86,90,1,1,69
898,78,90,1,1,90
899,67,90,1,2,89
900,6,90,2,0,85
901,84,91,2,1,66
902,8,91,2,0,72
903,140,91,2,0,82
904,141,91,0,0,67
905,98,91,2,0,89
906,71,91,1,0,64
907,25,91,1,0,88
908,14,91,0,0,66
909,148,91,2,1,78
910,127,91,0,0,86
911,102,92,1,1,68
912,98,92,0,0,65
913,4,92,0,1,61
914,116,92,2,0,75
915,109,92,2,1,82
916,7,92,0,1,82
917,86,92,0,0,81
918,27,92,1,0,61
919,60,92,1,1,82
920,82,92,2,1,80
921,7,93,1,0,65
922,27,93,0,2,72
923,67,93,2,0,60
924,5,93,2,1,79
925,48,93,0,0,73
926,92,93,2,2,60
927,22,93,2,1,62
928,44,93,2,2,60
929,124,93,0,2,90
930,51,93,0,1,81
931,32,94,2,2,77
932,4,94,0,2,65
933,8,94,1,0,89
934,144,94,0,1,89
935,110,94,2,0,88
936,72,94,1,1,87
937,73,94,1,2,62
938,71,94,2,0,66
939,46,94,2,0,68
940,95,94,0,1,60
941,3,95,0,1,85
942,32,95,0,2,78
943,1,95,1,0,61
944,2,95,1,2,86
945,49,95,0,0,60
946,16,95,1,2,86
947,57,95,0,0,72
948,6,95,2,0,74
950,79,95,0,0,72
951,20,96,2,0,77
952,49,96,0,0,84
953,85,96,2,0,82
954,123,96,2,2,74
955,74,96,0,0,64
956,9,96,2,2,60
957,137,96,1,2,89
958,118,96,2,2,81
959,59,96,2,1,61
960,47,96,2,2,86
961,93,97,1,0,76
962,148,97,2,2,72
963,57,97,1,1,80
964,105,97,2,0,75
965,38,97,2,2,81
966,51,97,0,1,88
967,35,97,2,2,83
968,97,97,0,0,87
969,99,97,1,0,76
970,107,97,2,2,65
971,133,98,0,1,69
972,135,98,1,2,72
973,37,98,2,2,85
974,136,98,2,0,62
975,101,98,0,0,79
976,30,98,2,2,71
977,4,98,2,1,76
978,39,98,2,2,75
979,76,98,1,1,63
980,57,98,1,0,82
981,68,99,2,2,84
982,120,99,2,0,79
983,48,99,1,1,63
984,14,99,0,2,70
985,140,99,2,1,86
986,17,99,0,0,85
987,70,99,2,2,83
988,59,99,0,0,65
989,123,99,2,2,72
990,72,99,0,2,63
991,78,100,1,0,75
992,133,100,0,0,87
993,18,100,2,2,74
994,88,100,0,0,85
995,150,100,1,0,64
996,28,100,0,0,79
997,103,100,2,0,65
998,26,100,1,1,71
999,12,100,2,0,82
1000,90,100,1,0,70
